#HEADER ,2018-01-01 00:00:00, SYNTHETIC data: White Noise Poisson, mean=20.0
#LOGGING,2018-01-01 00:00:00, Start: cycle 5.0 sec, mode 'CPM', device 'SYNTHETIC'
      0,2018-01-01 00:00:00, 17
      1,2018-01-01 00:00:05, 18
      2,2018-01-01 00:00:10, 20
      3,2018-01-01 00:00:15, 23
      4,2018-01-01 00:00:20, 19
      5,2018-01-01 00:00:25, 30
      6,2018-01-01 00:00:30, 22
      7,2018-01-01 00:00:35, 25
      8,2018-01-01 00:00:40, 16
      9,2018-01-01 00:00:45, 24
     10,2018-01-01 00:00:50, 15
     11,2018-01-01 00:00:55, 15
     12,2018-01-01 00:01:00, 22
     13,2018-01-01 00:01:05, 14
     14,2018-01-01 00:01:10, 21
     15,2018-01-01 00:01:15, 19
     16,2018-01-01 00:01:20, 21
     17,2018-01-01 00:01:25, 17
     18,2018-01-01 00:01:30, 21
     19,2018-01-01 00:01:35, 18
     20,2018-01-01 00:01:40, 24
     21,2018-01-01 00:01:45, 21
     22,2018-01-01 00:01:50, 22
     23,2018-01-01 00:01:55, 18
     24,2018-01-01 00:02:00, 33
     25,2018-01-01 00:02:05, 21
     26,2018-01-01 00:02:10, 24
     27,2018-01-01 00:02:15, 26
     28,2018-01-01 00:02:20, 16
     29,2018-01-01 00:02:25, 26
     30,2018-01-01 00:02:30, 12
     31,2018-01-01 00:02:35, 25
     32,2018-01-01 00:02:40, 20
     33,2018-01-01 00:02:45, 20
     34,2018-01-01 00:02:50, 24
     35,2018-01-01 00:02:55, 18
     36,2018-01-01 00:03:00, 19
     37,2018-01-01 00:03:05, 18
     38,2018-01-01 00:03:10, 27
     39,2018-01-01 00:03:15, 20
     40,2018-01-01 00:03:20, 18
     41,2018-01-01 00:03:25, 27
     42,2018-01-01 00:03:30, 27
     43,2018-01-01 00:03:35, 21
     44,2018-01-01 00:03:40, 17
     45,2018-01-01 00:03:45, 16
     46,2018-01-01 00:03:50, 25
     47,2018-01-01 00:03:55, 21
     48,2018-01-01 00:04:00, 13
     49,2018-01-01 00:04:05, 15
     50,2018-01-01 00:04:10, 18
     51,2018-01-01 00:04:15, 20
     52,2018-01-01 00:04:20, 22
     53,2018-01-01 00:04:25, 21
     54,2018-01-01 00:04:30, 15
     55,2018-01-01 00:04:35, 24
     56,2018-01-01 00:04:40, 21
     57,2018-01-01 00:04:45, 18
     58,2018-01-01 00:04:50, 14
     59,2018-01-01 00:04:55, 20
     60,2018-01-01 00:05:00, 20
     61,2018-01-01 00:05:05, 21
     62,2018-01-01 00:05:10, 26
     63,2018-01-01 00:05:15, 19
     64,2018-01-01 00:05:20, 18
     65,2018-01-01 00:05:25, 21
     66,2018-01-01 00:05:30, 19
     67,2018-01-01 00:05:35, 23
     68,2018-01-01 00:05:40, 19
     69,2018-01-01 00:05:45, 18
     70,2018-01-01 00:05:50, 19
     71,2018-01-01 00:05:55, 23
     72,2018-01-01 00:06:00, 14
     73,2018-01-01 00:06:05, 22
     74,2018-01-01 00:06:10, 21
     75,2018-01-01 00:06:15, 25
     76,2018-01-01 00:06:20, 19
     77,2018-01-01 00:06:25, 20
     78,2018-01-01 00:06:30, 20
     79,2018-01-01 00:06:35, 16
     80,2018-01-01 00:06:40, 31
     81,2018-01-01 00:06:45, 17
     82,2018-01-01 00:06:50, 21
     83,2018-01-01 00:06:55, 25
     84,2018-01-01 00:07:00, 14
     85,2018-01-01 00:07:05, 16
     86,2018-01-01 00:07:10, 32
     87,2018-01-01 00:07:15, 17
     88,2018-01-01 00:07:20, 18
     89,2018-01-01 00:07:25, 22
     90,2018-01-01 00:07:30, 21
     91,2018-01-01 00:07:35, 22
     92,2018-01-01 00:07:40, 20
     93,2018-01-01 00:07:45, 21
     94,2018-01-01 00:07:50, 20
     95,2018-01-01 00:07:55, 26
     96,2018-01-01 00:08:00, 22
     97,2018-01-01 00:08:05, 14
     98,2018-01-01 00:08:10, 14
     99,2018-01-01 00:08:15, 19
    100,2018-01-01 00:08:20, 22
    101,2018-01-01 00:08:25, 22
    102,2018-01-01 00:08:30, 29
    103,2018-01-01 00:08:35, 17
    104,2018-01-01 00:08:40, 15
    105,2018-01-01 00:08:45, 17
    106,2018-01-01 00:08:50, 26
    107,2018-01-01 00:08:55, 32
    108,2018-01-01 00:09:00, 20
    109,2018-01-01 00:09:05, 22
    110,2018-01-01 00:09:10, 19
    111,2018-01-01 00:09:15, 17
    112,2018-01-01 00:09:20, 23
    113,2018-01-01 00:09:25, 22
    114,2018-01-01 00:09:30, 16
    115,2018-01-01 00:09:35, 21
    116,2018-01-01 00:09:40, 22
    117,2018-01-01 00:09:45, 16
    118,2018-01-01 00:09:50, 32
    119,2018-01-01 00:09:55, 19
    120,2018-01-01 00:10:00, 15
    121,2018-01-01 00:10:05, 14
    122,2018-01-01 00:10:10, 16
    123,2018-01-01 00:10:15, 28
    124,2018-01-01 00:10:20, 20
    125,2018-01-01 00:10:25, 22
    126,2018-01-01 00:10:30, 25
    127,2018-01-01 00:10:35, 19
    128,2018-01-01 00:10:40, 24
    129,2018-01-01 00:10:45, 19
    130,2018-01-01 00:10:50, 24
    131,2018-01-01 00:10:55, 20
    132,2018-01-01 00:11:00, 17
    133,2018-01-01 00:11:05, 20
    134,2018-01-01 00:11:10, 20
    135,2018-01-01 00:11:15, 24
    136,2018-01-01 00:11:20, 19
    137,2018-01-01 00:11:25, 18
    138,2018-01-01 00:11:30, 25
    139,2018-01-01 00:11:35, 20
